'Ndrangheta 'Ndrangheta NPFSO00
abassegàveu abassegar VMII2P00
abasseguem abassegar VMIP1P00
abasseguem abassegar VMM01P00
abasseguem abassegar VMSP1P00
abasseguen abassegar VMIP3P00
abassegues abassegar VMIP2S00
abassegueu abassegar VMIP2P00
abassegueu abassegar VMSP2P00
abasseguí abassegar VMIS1S00
abast abast NCMS000
abasta abastar VMIP3S00
abasta abastar VMM02S00
abastà abastar VMIS3S00
abastable abastable AQ0CS0
abastables abastable AQ0CP0
abastada abastar VMP00SF0
abastades abastar VMP00PF0
abastador abastador AQ0MS0
abastador abastador NCMS000
abastadora abastador AQ0FS0
abastadora abastador NCFS000
abastadores abastador AQ0FP0
abastadores abastador NCFP000
abastadors abastador AQ0MP0
abastadors abastador NCMP000
abastament abastament NCMS000
abastaments abastament NCMP000
abastant abastar VMG00000
abastar abastar VMN00000
abastarà abastar VMIF3S00
abastaran abastar VMIF3P00
abastaràs abastar VMIF2S00
abastaré abastar VMIF1S00
abastarem abastar VMIF1P00
abastàrem abastar VMIS1P00
abastaren abastar VMIS3P00
abastares abastar VMIS2S00
abastareu abastar VMIF2P00
abastàreu abastar VMIS2P00
abastaria abastar VMCC1S00
abastaríem abastar VMCC1P00
abastarien abastar VMCC3P00
abastaries abastar VMCC2S00
abastaríeu abastar VMCC2P00
abastat abastar VMP00SM0
abastats abastar VMP00PM0
abastava abastar VMII1S00
abastàvem abastar VMII1P00
abastaven abastar VMII3P00
abastaves abastar VMII2S00
abastàveu abastar VMII2P00
abasteix abastir VMIP3S00
abasteix abastir VMM02S00
abasteixen abastir VMIP3P00
abasteixes abastir VMIP2S00
abastem abastar VMIP1P00
abastem abastar VMM01P00
abastem abastar VMSP1P00
abasten abastar VMIP3P00
abastes abastar VMIP2S00
abasteu abastar VMIP2P00
abasteu abastar VMSP2P00
abastí abastar VMIS1S00
abastí abastir VMIS1S00
abastia abastir VMII1S00
abastida abastir VMP00SF0
abastides abastir VMP00PF0
abastíem abastir VMII1P00
abastien abastir VMII3P00
abasties abastir VMII2S00
abastíeu abastir VMII2P00
abastim abastir VMIP1P00
abastim abastir VMM01P00
abastim abastir VMSP1P00
abastiment abastiment NCMS000
abastiments abastiment NCMP000
abastint abastir VMG00000
abastir abastir VMN00000
abastirà abastir VMIF3S00
abastiran abastir VMIF3P00
abastiràs abastir VMIF2S00
abastiré abastir VMIF1S00
abastirem abastir VMIF1P00
abastírem abastir VMIS1P00
abastiren abastir VMIS3P00
abastires abastir VMIS2S00
abastireu abastir VMIF2P00
abastíreu abastir VMIS2P00
abastiria abastir VMCC1S00
abastiríem abastir VMCC1P00
abastirien abastir VMCC3P00
abastiries abastir VMCC2S00
abastiríeu abastir VMCC2P00
abastit abastir VMP00SM0
abastits abastir VMP00PM0
abastiu abastir VMIP2P00
abastiu abastir VMM02P00
abastiu abastir VMSP2P00
abastos abast NCMP000
abasts abast NCMP000
Abat Abat NPCNSP0
abat abat NCMS000
abat abatre VMIP3S00
abat abatre VMM02S00
abaté abatre VMIS3S00
abatedor abatedor AQ0MS0
abatedor abatedor NCMS000
abatedora abatedor AQ0FS0
abatedora abatedor NCFS000
abatedores abatedor AQ0FP0
abatedores abatedor NCFP000
abatedors abatedor AQ0MP0
abatedors abatedor NCMP000
abatem abatre VMIP1P00
abatem abatre VMM01P00
abatem abatre VMSP1P00
abaten abatre VMIP3P00
abatent abatre VMG00000
abatérem abatre VMIS1P00
abateren abatre VMIS3P00
abateres abatre VMIS2S00
abatéreu abatre VMIS2P00
abateu abatre VMIP2P00
abateu abatre VMM02P00
abateu abatre VMSP2P00
abatí abatre VMIS1S00
abatia abatre VMII1S00
abatible abatible AQ0CS0
abatibles abatible AQ0CP0
abatíem abatre VMII1P00
abatien abatre VMII3P00
abaties abatre VMII2S00
abatíeu abatre VMII2P00
abatiment abatiment NCMS000
abatiments abatiment NCMP000
abató abató NCMS000
abatoll abatoll NCMS000
abatolla abatollar VMIP3S00
abatolla abatollar VMM02S00
abatollà abatollar VMIS3S00
abatollada abatollar VMP00SF0
abatollades abatollar VMP00PF0
abatollant abatollar VMG00000
abatollar abatollar VMN00000
abatollarà abatollar VMIF3S00
abatollaran abatollar VMIF3P00
abatollaràs abatollar VMIF2S00
abatollaré abatollar VMIF1S00
abatollarem abatollar VMIF1P00
abatollàrem abatollar VMIS1P00
abatollaren abatollar VMIS3P00
abatollares abatollar VMIS2S00
abatollareu abatollar VMIF2P00
abatollàreu abatollar VMIS2P00
abatollaria abatollar VMCC1S00
abatollaríem abatollar VMCC1P00
abatollarien abatollar VMCC3P00
abatollaries abatollar VMCC2S00
abatollaríeu abatollar VMCC2P00
abatollat abatollar VMP00SM0
abatollats abatollar VMP00PM0
abatollava abatollar VMII1S00
abatollàvem abatollar VMII1P00
abatollaven abatollar VMII3P00
abatollaves abatollar VMII2S00
abatollàveu abatollar VMII2P00
abatollem abatollar VMIP1P00
abatollem abatollar VMM01P00
abatollem abatollar VMSP1P00
abatollen abatollar VMIP3P00
abatolles abatollar VMIP2S00
abatolleu abatollar VMIP2P00
abatolleu abatollar VMSP2P00
abatollí abatollar VMIS1S00
abatolls abatoll NCMP000
abatons abató NCMP000
abatrà abatre VMIF3S00
abatran abatre VMIF3P00
abatràs abatre VMIF2S00
abatre abatre VMN00000
abatré abatre VMIF1S00
abatrem abatre VMIF1P00
abatreu abatre VMIF2P00
abatria abatre VMCC1S00
abatríem abatre VMCC1P00
abatrien abatre VMCC3P00
abatries abatre VMCC2S00
abatríeu abatre VMCC2P00
abats abat NCMP000
abats abatre VMIP2S00
abatuda abatre VMP00SF0
abatuda abatuda NCFS000
abatudes abatre VMP00PF0
abatudes abatuda NCFP000
abatussada abatussat AQ0FS0
abatussades abatussat AQ0FP0
abatussat abatussat AQ0MS0
abatussats abatussat AQ0MP0
abatut abatre VMP00SM0
abatut abatut NCMS000
abatuts abatre VMP00PM0
abatuts abatut NCMP000
abaxial abaxial AQ0CS0
abaxials abaxial AQ0CP0
abbadita abbadita AQ0CS0
abbadita abbadita NCCS000
abbadites abbadita AQ0CP0
abbadites abbadita NCCP000
Abbai Abbai NPCSG00
abbassí abbassí AQ0CS0
abbàssida abbàssida AQ0CS0
abbàssida abbàssida NCCS000
abbàssides abbàssida AQ0CP0
abbàssides abbàssida NCCP000
abbassís abbassí AQ0CP0
Abbeville Abbeville NPCSG00
abbevil·lià abbevil·lià AQ0MS0
abbevil·lià abbevil·lià NCMS000
Abbiategrasso Abbiategrasso NPCSG00
Abbot Abbot NPCNSP0
Abbottabad Abbottabad NPCSG00
Abc Abc NPMSO00
abcegar abcegar VMN00000
abdalita abdalita AQ0CS0
abdalita abdalita NCCS000
Abdal·là Abdal·là NPMSSP0
Abdera Abdera NPCSG00
Abderraman Abderraman NPMSSP0
Abdet Abdet NPCSG00
abdica abdicar VMIP3S00
abdica abdicar VMM02S00
abdicà abdicar VMIS3S00
abdicació abdicació NCFS000
abdicacions abdicació NCFP000
abdicada abdicar VMP00SF0
abdicades abdicar VMP00PF0
abdicant abdicant AQ0CS0
abdicant abdicar VMG00000
abdicants abdicant AQ0CP0
abdicar abdicar VMN00000
abdicarà abdicar VMIF3S00
abdicaran abdicar VMIF3P00
abdicaràs abdicar VMIF2S00
abdicaré abdicar VMIF1S00
abdicarem abdicar VMIF1P00
abdicàrem abdicar VMIS1P00
abdicaren abdicar VMIS3P00
abdicares abdicar VMIS2S00
abdicareu abdicar VMIF2P00
abdicàreu abdicar VMIS2P00
abdicaria abdicar VMCC1S00
abdicaríem abdicar VMCC1P00
abdicarien abdicar VMCC3P00
abdicaries abdicar VMCC2S00
abdicaríeu abdicar VMCC2P00
abdicat abdicar VMP00SM0
abdicatiu abdicatiu AQ0MS0
abdicatius abdicatiu AQ0MP0
abdicativa abdicatiu AQ0FS0
abdicatives abdicatiu AQ0FP0
abdicats abdicar VMP00PM0
abdicava abdicar VMII1S00
abdicàvem abdicar VMII1P00
abdicaven abdicar VMII3P00
abdicaves abdicar VMII2S00
abdicàveu abdicar VMII2P00
Abdies Abdies NPMPSP0
abdiquem abdicar VMIP1P00
abdiquem abdicar VMM01P00
abdiquem abdicar VMSP1P00
abdiquen abdicar VMIP3P00
abdiques abdicar VMIP2S00
abdiqueu abdicar VMIP2P00
abdiqueu abdicar VMSP2P00
abdiquí abdicar VMIS1S00
Abdó Abdó NPMSSP0
abdomen abdomen NCMS000
abdòmens abdomen NCMP000
abdominal abdominal AQ0CS0
abdominàlgia abdominàlgia NCFS000
abdominals abdominal AQ0CP0
abdominoscòpia abdominoscòpia NCFS000
abdominoscòpies abdominoscòpia NCFP000
Abdon Abdon NPMSSP0
abducció abducció NCFS000
abduccions abducció NCFP000
abducent abducent AQ0CS0
abducents abducent AQ0CP0
abductor abductor AQ0MS0
abductor abductor NCMS000
abductora abductor AQ0FS0
abductores abductor AQ0FP0
abductors abductor AQ0MP0
abductors abductor NCMP000
abdueix abduir VMIP3S00
abdueix abduir VMM02S00
abdueixen abduir VMIP3P00
abdueixes abduir VMIP2S00
abduí abduir VMIS1S00
abduïa abduir VMII1S00
abduïda abduir VMP00SF0
abduïdes abduir VMP00PF0
abduíem abduir VMII1P00
abduïen abduir VMII3P00
abduïes abduir VMII2S00
abduíeu abduir VMII2P00
abduïm abduir VMIP1P00
abduïm abduir VMM01P00
abduïm abduir VMSP1P00
abduint abduir VMG00000
abduir abduir VMN00000
abduirà abduir VMIF3S00
abduiran abduir VMIF3P00
abduiràs abduir VMIF2S00
abduiré abduir VMIF1S00
abduirem abduir VMIF1P00
abduírem abduir VMIS1P00
abduïren abduir VMIS3P00
abduïres abduir VMIS2S00
abduireu abduir VMIF2P00
abduíreu abduir VMIS2P00
abduiria abduir VMCC1S00
abduiríem abduir VMCC1P00
abduirien abduir VMCC3P00
abduiries abduir VMCC2S00
abduiríeu abduir VMCC2P00
abduït abduir VMP00SM0
abduïts abduir VMP00PM0
abduïu abduir VMIP2P00
abduïu abduir VMM02P00
abduïu abduir VMSP2P00
Abdul Abdul NPMSSP0
abebai abebai NCMS000
abebais abebai NCMP000
abecé abecé NCMS000
abecedari abecedari AQ0MS0
abecedari abecedari NCMS000
abecedària abecedari AQ0FS0
abecedàries abecedari AQ0FP0
abecedaris abecedari AQ0MP0
abecedaris abecedari NCMP000
abeceroles abeceroles NCFP000
abecés abecé NCMP000
Abéché Abéché NPCSG00
abegot abegot NCMS000
abegots abegot NCMP000
Abel Abel NPCNSP0
Abelard Abelard NPMSSP0
abelià abelià AQ0MS0
abeliana abelià AQ0FS0
abelianes abelià AQ0FP0
abelians abelià AQ0MP0
abelita abelita NCFS000
Abell Abell NPCNSP0
abell abell NCMS000
Abella Abella NPCNSP0
abella abella NCFS000
Abellà Abellà NPCNSP0
abellaire abellaire NCCS000
abellaires abellaire NCCP000
Abellan Abellan NPCNSP0
abellar abellar NCMS000
abellars abellar NCMP000
abelleix abellir VMIP3S00
abelleix abellir VMM02S00
abelleixen abellir VMIP3P00
abelleixes abellir VMIP2S00
abellenc abellenc AQ0MS0
abellenca abellenc AQ0FS0
abellencs abellenc AQ0MP0
abellenques abellenc AQ0FP0
abeller abeller AQ0MS0
abeller abeller NCMS000
Abellera Abellera NPCSG00
abellera abeller AQ0FS0
abellera abeller NCFS000
abelleres abeller AQ0FP0
abelleres abeller NCFP000
abellerol abellerol NCMS000
abellerols abellerol NCMP000
abellers abeller AQ0MP0
abellers abeller NCMP000
abelles abella NCFP000
abelles abelles NCFP000
Abellí Abellí NPCNSP0
abellí abellir VMIS1S00
abellia abellir VMII1S00
abellida abellir VMP00SF0
abellides abellir VMP00PF0
abellidor abellidor AQ0MS0
abellidora abellidor AQ0FS0
abellidores abellidor AQ0FP0
abellidors abellidor AQ0MP0
abellíem abellir VMII1P00
abellien abellir VMII3P00
abellies abellir VMII2S00
abellíeu abellir VMII2P00
abellim abellir VMIP1P00
abellim abellir VMM01P00
abellim abellir VMSP1P00
abelliment abelliment NCMS000
abelliments abelliment NCMP000
abellint abellir VMG00000
abellir abellir VMN00000
abellirà abellir VMIF3S00
abelliran abellir VMIF3P00
abelliràs abellir VMIF2S00
abelliré abellir VMIF1S00
abellirem abellir VMIF1P00
abellírem abellir VMIS1P00
abelliren abellir VMIS3P00
abellires abellir VMIS2S00
abellireu abellir VMIF2P00
abellíreu abellir VMIS2P00
abelliria abellir VMCC1S00
abelliríem abellir VMCC1P00
abellirien abellir VMCC3P00
abelliries abellir VMCC2S00
abelliríeu abellir VMCC2P00
abellit abellir VMP00SM0
abellits abellir VMP00PM0
abelliu abellir VMIP2P00
abelliu abellir VMM02P00
abelliu abellir VMSP2P00
Abelló Abelló NPCNSP0
abellot abellot NCMS000
abellots abellot NCMP000
abells abell NCMP000
Abengourou Abengourou NPCSG00
abentèric abentèric AQ0MS0
abentèrica abentèric AQ0FS0
abentèrics abentèric AQ0MP0
abentèriques abentèric AQ0FP0
Abeokuta Abeokuta NPCSG00
Aberci Aberci NPMSSP0
Aberdaugleddau Aberdaugleddau NPCSG00
Aberdeen Aberdeen NPCSG00
aberració aberració NCFS000
aberracions aberració NCFP000
aberrància aberrància NCFS000
aberràncies aberrància NCFP000
aberrant aberrant AQ0CS0
aberrants aberrant AQ0CP0
aberrugada aberrugat AQ0FS0
aberrugades aberrugat AQ0FP0
aberrugat aberrugat AQ0MS0
aberrugats aberrugat AQ0MP0
Abertis Abertis NPCSO00
abertzale abertzale AQ0CS0
abertzale abertzale NCCS000
Aberystwyth Aberystwyth NPCSG00
abessona abessonar VMIP3S00
abessona abessonar VMM02S00
abessonà abessonar VMIS3S00
abessonada abessonar VMP00SF0
abessonades abessonar VMP00PF0
abessonant abessonar VMG00000
abessonar abessonar VMN00000
abessonarà abessonar VMIF3S00
abessonaran abessonar VMIF3P00
abessonaràs abessonar VMIF2S00
abessonaré abessonar VMIF1S00
abessonarem abessonar VMIF1P00
abessonàrem abessonar VMIS1P00
abessonaren abessonar VMIS3P00
abessonares abessonar VMIS2S00
abessonareu abessonar VMIF2P00
abessonàreu abessonar VMIS2P00
abessonaria abessonar VMCC1S00
abessonaríem abessonar VMCC1P00
abessonarien abessonar VMCC3P00
abessonaries abessonar VMCC2S00
abessonaríeu abessonar VMCC2P00
abessonat abessonar VMP00SM0
abessonats abessonar VMP00PM0
abessonava abessonar VMII1S00
abessonàvem abessonar VMII1P00
abessonaven abessonar VMII3P00
abessonaves abessonar VMII2S00
abessonàveu abessonar VMII2P00
abessonem abessonar VMIP1P00
abessonem abessonar VMM01P00
abessonem abessonar VMSP1P00
abessonen abessonar VMIP3P00
abessones abessonar VMIP2S00
abessoneu abessonar VMIP2P00
abessoneu abessonar VMSP2P00
abessoní abessonar VMIS1S00
abestiada abestiat AQ0FS0
abestiades abestiat AQ0FP0
abestiat abestiat AQ0MS0
abestiats abestiat AQ0MP0
abeura abeurar VMIP3S00
abeura abeurar VMM02S00
abeurà abeurar VMIS3S00
abeurada abeurada NCFS000
abeurada abeurar VMP00SF0
abeurades abeurada NCFP000
abeurades abeurar VMP00PF0
abeurador abeurador NCMS000
abeuradora abeuradora NCFS000
abeuradores abeuradora NCFP000
abeuradors abeurador NCMP000
abeurall abeurall NCMS000
abeuralls abeurall NCMP000
abeurament abeurament NCMS000
abeuraments abeurament NCMP000
abeurant abeurar VMG00000
abeurar abeurar VMN00000
abeurarà abeurar VMIF3S00
abeuraran abeurar VMIF3P00
abeuraràs abeurar VMIF2S00
abeuraré abeurar VMIF1S00
abeurarem abeurar VMIF1P00
abeuràrem abeurar VMIS1P00
abeuraren abeurar VMIS3P00
abeurares abeurar VMIS2S00
abeurareu abeurar VMIF2P00
abeuràreu abeurar VMIS2P00
abeuraria abeurar VMCC1S00
abeuraríem abeurar VMCC1P00
abeurarien abeurar VMCC3P00
abeuraries abeurar VMCC2S00
abeuraríeu abeurar VMCC2P00
abeurat abeurar VMP00SM0
abeuratge abeuratge NCMS000
abeuratges abeuratge NCMP000
abeurats abeurar VMP00PM0
abeurava abeurar VMII1S00
abeuràvem abeurar VMII1P00
abeuraven abeurar VMII3P00
abeuraves abeurar VMII2S00
abeuràveu abeurar VMII2P00
abeurem abeurar VMIP1P00
abeurem abeurar VMM01P00
abeurem abeurar VMSP1P00
abeuren abeurar VMIP3P00
abeures abeurar VMIP2S00
abeureu abeurar VMIP2P00
abeureu abeurar VMSP2P00
abeurí abeurar VMIS1S00
Abiar Abiar NPCSG00
Abiatar Abiatar NPMSSP0
Abidjan Abidjan NPCSG00
Abidos Abidos NPCSG00
abietàcia abietàcia NCFS000
abietàcies abietàcia NCFP000
abiètic abiètic AQ0MS0
abiètica abiètic AQ0FS0
abiètics abiètic AQ0MP0
abietina abietina NCFS000
abietines abietina NCFP000
abiètiques abiètic AQ0FP0
Abigail Abigail NPFSSP0
Abigaïl Abigaïl NPFSSP0
abigeat abigeat NCMS000
abigeats abigeat NCMP000
Abiko Abiko NPCSG00
Abila Abila NPCSG00
Abilene Abilene NPCSG00
Abili Abili NPMSSP0
abilla abillar VMIP3S00
abilla abillar VMM02S00
abillà abillar VMIS3S00
abillada abillar VMP00SF0
abillades abillar VMP00PF0
abillament abillament NCMS000
abillaments abillament NCMP000
abillant abillar VMG00000
abillar abillar VMN00000
abillarà abillar VMIF3S00
abillaran abillar VMIF3P00
abillaràs abillar VMIF2S00
abillaré abillar VMIF1S00
abillarem abillar VMIF1P00
abillàrem abillar VMIS1P00
abillaren abillar VMIS3P00
abillares abillar VMIS2S00
abillareu abillar VMIF2P00
abillàreu abillar VMIS2P00
abillaria abillar VMCC1S00
abillaríem abillar VMCC1P00
abillarien abillar VMCC3P00
abillaries abillar VMCC2S00
abillaríeu abillar VMCC2P00
abillat abillar VMP00SM0
abillats abillar VMP00PM0
abillava abillar VMII1S00
abillàvem abillar VMII1P00
abillaven abillar VMII3P00
abillaves abillar VMII2S00
abillàveu abillar VMII2P00
abillem abillar VMIP1P00
abillem abillar VMM01P00
abillem abillar VMSP1P00
abillen abillar VMIP3P00
abilles abillar VMIP2S00
abilleu abillar VMIP2P00
abilleu abillar VMSP2P00
abillí abillar VMIS1S00
Abimèlec Abimèlec NPMSSP0
abintestada abintestat NCFS000
abintestades abintestat NCFP000
abintestat abintestat NCMS000
abintestat abintestat ZRG
abintestats abintestat NCMP000
abiogènesi abiogènesi NCFS000
abiogènesis abiogènesi NCFP000
abiogenètic abiogenètic AQ0MS0
abiogenètica abiogenètic AQ0FS0
abiogenètics abiogenètic AQ0MP0
abiogenètiques abiogenètic AQ0FP0
abiosi abiosi NCFS000
abiosis abiosi NCFP000
abiòtic abiòtic AQ0MS0
abiòtica abiòtic AQ0FS0
abiòtics abiòtic AQ0MP0
abiòtiques abiòtic AQ0FP0
abiotròfia abiotròfia NCFS000
abiotròfies abiotròfia NCFP000
abís abís NCMS000
abisma abismar VMIP3S00
abisma abismar VMM02S00
abismà abismar VMIS3S00
abismada abismar VMP00SF0
abismades abismar VMP00PF0
abismador abismador AQ0MS0
abismadora abismador AQ0FS0
abismadores abismador AQ0FP0
abismadors abismador AQ0MP0
abismal abismal AQ0CS0
abismals abismal AQ0CP0
abismant abismar VMG00000
abismar abismar VMN00000
abismarà abismar VMIF3S00
abismaran abismar VMIF3P00
abismaràs abismar VMIF2S00
abismaré abismar VMIF1S00
abismarem abismar VMIF1P00
abismàrem abismar VMIS1P00
abismaren abismar VMIS3P00
abismares abismar VMIS2S00
abismareu abismar VMIF2P00
abismàreu abismar VMIS2P00
abismaria abismar VMCC1S00
abismaríem abismar VMCC1P00
abismarien abismar VMCC3P00
abismaries abismar VMCC2S00
abismaríeu abismar VMCC2P00
abismat abismar VMP00SM0
abismats abismar VMP00PM0
abismava abismar VMII1S00
abismàvem abismar VMII1P00
abismaven abismar VMII3P00
abismaves abismar VMII2S00
abismàveu abismar VMII2P00
abisme abisme NCMS000
abismem abismar VMIP1P00
abismem abismar VMM01P00
abismem abismar VMSP1P00
abismen abismar VMIP3P00
abismes abismar VMIP2S00
abismes abisme NCMP000
abismeu abismar VMIP2P00
abismeu abismar VMSP2P00
abismí abismar VMIS1S00
abismós abismós AQ0MS0
abismosa abismós AQ0FS0
abismoses abismós AQ0FP0
abismosos abismós AQ0MP0
abissa abissar VMIP3S00
abissa abissar VMM02S00
abissà abissar VMIS3S00
abissada abissar VMP00SF0
abissades abissar VMP00PF0
abissal abissal AQ0CS0
abissals abissal AQ0CP0
abissant abissar VMG00000
abissar abissar VMN00000
abissarà abissar VMIF3S00
abissaran abissar VMIF3P00
abissaràs abissar VMIF2S00
abissaré abissar VMIF1S00
abissarem abissar VMIF1P00
abissàrem abissar VMIS1P00
abissaren abissar VMIS3P00
abissares abissar VMIS2S00
abissareu abissar VMIF2P00
abissàreu abissar VMIS2P00
abissaria abissar VMCC1S00
abissaríem abissar VMCC1P00
abissarien abissar VMCC3P00
abissaries abissar VMCC2S00
abissaríeu abissar VMCC2P00
abissat abissar VMP00SM0
abissats abissar VMP00PM0
abissava abissar VMII1S00
abissàvem abissar VMII1P00
abissaven abissar VMII3P00
abissaves abissar VMII2S00
abissàveu abissar VMII2P00
abissem abissar VMIP1P00
abissem abissar VMM01P00
abissem abissar VMSP1P00
abissen abissar VMIP3P00
abisses abissar VMIP2S00
abisseu abissar VMIP2P00
abisseu abissar VMSP2P00
abissí abissar VMIS1S00
abissini abissini AQ0MS0
abissini abissini NCMS000
Abissínia Abissínia NPFSG00
abissínia abissini AQ0FS0
abissínia abissínia NCFS000
abissínies abissini AQ0FP0
abissínies abissínia NCFP000
abissinis abissini AQ0MP0
abissinis abissini NCMP000
abissos abís NCMP000
AbiWord AbiWord NPMSO00
abjecció abjecció NCFS000
abjeccions abjecció NCFP000
abjecta abjecte AQ0FS0
abjectament abjectament ZRG
abjecte abjecte AQ0MS0
abjectes abjecte AQ0CP0
abjura abjurar VMIP3S00
abjura abjurar VMM02S00
abjurà abjurar VMIS3S00
abjuració abjuració NCFS000
abjuracions abjuració NCFP000
abjurada abjurar VMP00SF0
abjurades abjurar VMP00PF0
abjurador abjurador AQ0MS0
abjuradora abjurador AQ0FS0
abjuradores abjurador AQ0FP0
abjuradors abjurador AQ0MP0
abjurant abjurar VMG00000
abjurar abjurar VMN00000
abjurarà abjurar VMIF3S00
abjuraran abjurar VMIF3P00
abjuraràs abjurar VMIF2S00
abjuraré abjurar VMIF1S00
abjurarem abjurar VMIF1P00
abjuràrem abjurar VMIS1P00
abjuraren abjurar VMIS3P00
abjurares abjurar VMIS2S00
abjurareu abjurar VMIF2P00
abjuràreu abjurar VMIS2P00
abjuraria abjurar VMCC1S00
abjuraríem abjurar VMCC1P00
abjurarien abjurar VMCC3P00
abjuraries abjurar VMCC2S00
abjuraríeu abjurar VMCC2P00
